/l/users/speech_lab/_SpeechT5PretrainDataset/v2/data/CLARTTS/CLARTTS		
train/ch_20_arabic_tts_dataset_48.wav	84669	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_05_arabic_tts_dataset_436.wav	48898	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_20_arabic_tts_dataset_20.wav	53121	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_16_arabic_tts_dataset_112.wav	81259	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_16_arabic_tts_dataset_554.wav	55713	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_11_arabic_tts_dataset_582.wav	51458	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_19_arabic_tts_dataset_187.wav	86607	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_10_arabic_tts_dataset_551.wav	49720	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_18_arabic_tts_dataset_301.wav	75185	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_11_arabic_tts_dataset_445.wav	60258	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_06_arabic_tts_dataset_612.wav	73345	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_08_arabic_tts_dataset_276.wav	55682	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_08_arabic_tts_dataset_343.wav	59682	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_09_arabic_tts_dataset_251.wav	69286	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_10_arabic_tts_dataset_194.wav	68994	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_19_arabic_tts_dataset_475.wav	102696	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_16_arabic_tts_dataset_403.wav	49980	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_16_arabic_tts_dataset_21.wav	87175	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_14_arabic_tts_dataset_107.wav	77314	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_09_arabic_tts_dataset_453.wav	59010	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_11_arabic_tts_dataset_236.wav	94722	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_09_arabic_tts_dataset_283.wav	51650	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_08_arabic_tts_dataset_305.wav	55047	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_19_arabic_tts_dataset_308.wav	91338	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_14_arabic_tts_dataset_391.wav	54171	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_15_arabic_tts_dataset_480.wav	83554	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_12_arabic_tts_dataset_391.wav	55554	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_14_arabic_tts_dataset_50.wav	75899	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_06_arabic_tts_dataset_619.wav	51586	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_08_arabic_tts_dataset_450.wav	65410	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_06_arabic_tts_dataset_614.wav	65698	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_08_arabic_tts_dataset_202.wav	57645	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_02_arabic_tts_dataset_138.wav	135297	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_18_arabic_tts_dataset_243.wav	60930	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_10_arabic_tts_dataset_308.wav	67794	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_08_arabic_tts_dataset_92.wav	73090	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_11_arabic_tts_dataset_612.wav	64001	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_17_arabic_tts_dataset_213.wav	96066	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_05_arabic_tts_dataset_192.wav	64130	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_15_arabic_tts_dataset_343.wav	69122	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_17_arabic_tts_dataset_96.wav	85649	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_11_arabic_tts_dataset_281.wav	67074	speaker_embedding/CLARTTS_speaker_embedding.npy
train/ch_15_arabic_tts_dataset_576.wav	88887	speaker_embedding/CLARTTS_speaker_embedding.npy
